,CoC,Year,Organization Name,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Total Year Round Beds,Total Seasonal Beds,PIT Count,Total Beds,State,County
102209,CA-600,2016,The Salvation Army,GPD - Naomi House,TH,,69037,C,20,,20.0,20,CA,Los Angeles County
102210,CA-600,2016,The Salvation Army,GPD - The Salvation Army SC Division LA The Haven,TH,,69037,C,95,,95.0,95,CA,Los Angeles County
102211,CA-600,2016,The Salvation Army,GPD-The Salvation Army SC Division LA The Haven-Senior,TH,,62118,C,20,,13.0,20,CA,Los Angeles
102212,CA-600,2016,The Salvation Army,HCHV/EH - Alpha Center,ES,F,69037,C,45,0.0,45.0,45,CA,Los Angeles County
102213,CA-600,2016,The Salvation Army,Hope Harbor GR,TH,,62118,C,56,,43.0,56,CA,Los Angeles
102214,CA-600,2016,The Salvation Army,Pacific Clinics Emergency Shelter,ES,F,62118,C,21,0.0,16.0,21,CA,Los Angeles
102215,CA-600,2016,The Salvation Army,SSVF RRH,RRH,,62118,C,1,,1.0,1,CA,Los Angeles
102216,CA-600,2016,The Salvation Army,The Salvation Army Bell Shelter,ES,F,69037,C,40,0.0,40.0,40,CA,Los Angeles County
102217,CA-600,2016,The Salvation Army,The Salvation Army SC Division LA Alegria (aka Bethesda House at Alegria),TH,,62118,C,49,,42.0,49,CA,Los Angeles
102218,CA-600,2016,The Salvation Army,The Salvation Army SC Division LA Bell Shelter II,TH,,62118,C,96,,97.0,96,CA,Los Angeles
102219,CA-600,2016,The Salvation Army,The Way In Youth Shelter,TH,,62118,C,31,,31.0,31,CA,Los Angeles
102220,CA-600,2016,The Salvation Army,Wellness Center Transitional Housing (non-HMIS),TH,,62118,C,10,,11.0,10,CA,Los Angeles
102221,CA-600,2016,The Salvation Army,Westwood Transitional Village,TH,,62118,C,159,,123.0,159,CA,Los Angeles
102222,CA-600,2016,The Salvation Army,Winter Shelter Program,ES,F,62118,C,0,99.0,95.0,99,CA,Los Angeles
102223,CA-600,2016,The Salvation Army,Zahn Emergency Shelter,ES,F,62118,C,40,0.0,33.0,40,CA,Los Angeles
102224,CA-600,2016,The Serra Project,CHOISS Program - SPA 7 (a),PSH,,61032,C,23,,23.0,23,CA,Downey
102225,CA-600,2016,The Serra Project,CHOISS Program - SPA 7 (b),PSH,,61032,C,22,,15.0,22,CA,Downey
102226,CA-600,2016,The Serra Project,CHOISS SPA 3,PSH,,62118,C,33,,28.0,33,CA,Los Angeles
102227,CA-600,2016,The Serra Project,CHOISS SPA 5,PSH,,63384,C,5,,3.0,5,CA,Santa Monica
102228,CA-600,2016,The Serra Project,HOPWA - CHOISS Program SSML,PSH,,62118,C,55,,55.0,55,CA,Los Angeles
102229,CA-600,2016,The Serra Project,Serra Project - 12th Avenue,TH,,62118,N,6,,6.0,6,CA,Los Angeles
102230,CA-600,2016,The Teen Project Inc,Freehab,TH,,62118,C,85,,35.0,85,CA,Los Angeles
102231,CA-600,2016,The Teen Project Inc,TAY Transitional Housing,TH,,62118,N,40,,15.0,40,CA,Los Angeles
102232,CA-600,2016,The Village Family Services,TAY Transitional Housing Program,TH,,62118,N,6,,3.0,6,CA,Los Angeles
102233,CA-600,2016,The Whole Child,Coordinated Assessment Motel Vouchers,ES,V,69037,C,79,0.0,79.0,79,CA,Los Angeles County
102234,CA-600,2016,The Whole Child,First 5 LA Rental Assistance RRH Round 2,RRH,,64074,C,83,,83.0,83,CA,Whittier
102235,CA-600,2016,The Whole Child,FSC Emergency Shelter,ES,F,62118,N,45,0.0,23.0,45,CA,Los Angeles
102236,CA-600,2016,The Whole Child,FSC Rapid Re-Housing,RRH,,64074,N,33,,33.0,33,CA,Whittier
102237,CA-600,2016,The Whole Child (formerly Rio Hondo Temporary Home),Homeless Section 8 Voucher Program (HACoLA),OPH,,64074,C,83,,83.0,83,CA,Whittier
102238,CA-600,2016,Tri-City Mental Health Center,Tri-City Mental Health,PSH,,62850,C,28,,28.0,28,CA,Pomona
102239,CA-600,2016,Union Rescue Mission,Apprentice,TH,,62118,C,88,,53.0,88,CA,Los Angeles
102240,CA-600,2016,Union Rescue Mission,Gateway Transitional Men,TH,,62118,C,303,,299.0,303,CA,Los Angeles
102241,CA-600,2016,Union Rescue Mission,Hope Gardens Family Center,TH,,69037,C,148,,138.0,148,CA,Los Angeles County
102242,CA-600,2016,Union Rescue Mission,Hope Gardens Senior Center,PSH,,69037,C,24,,21.0,24,CA,Los Angeles County
102243,CA-600,2016,Union Rescue Mission,Men/Women Guest Services - Emergency Shelter,ES,F,62118,C,111,0.0,81.0,111,CA,Los Angeles
102244,CA-600,2016,Union Rescue Mission,Residential Recovery Program (CLDP),TH,,62118,C,176,,87.0,176,CA,Los Angeles
102245,CA-600,2016,Union Rescue Mission,Women's and Children Emergency Beds - 1st STEP Family,ES,F,62118,C,100,0.0,100.0,100,CA,Los Angeles
102246,CA-600,2016,Union Station Homeless Services,Coordinated Assessment Motel Vouchers,ES,V,64074,C,37,0.0,37.0,37,CA,Whittier
102247,CA-600,2016,Union Station Homeless Services,FSC Rapid Re-Housing,RRH,,69037,N,67,,67.0,67,CA,Los Angeles County
102248,CA-600,2016,United Friends of the Children,Pathways to Independence A (499),TH,,62118,C,9,,9.0,9,CA,Los Angeles
102249,CA-600,2016,United Friends of the Children,Pathways to Independence B (511),TH,,69037,C,38,,26.0,38,CA,Los Angeles County
102250,CA-600,2016,United Friends of the Children,UFC Pathways to Independence SPA 5,TH,,62118,C,8,,8.0,8,CA,Los Angeles
102251,CA-600,2016,United Friends of the Children,UFC Pathways to Independence SPA 7,TH,,64074,C,87,,71.0,87,CA,Whittier
102252,CA-600,2016,United Friends of the Children,UFC Pathways to Independence SPA 8,TH,,62118,C,27,,22.0,27,CA,Los Angeles
102253,CA-600,2016,United States Veterans Initiative / Cantwell-Anderson,Westside Residence Hall II,PSH,,61740,C,196,,186.0,196,CA,Inglewood
102254,CA-600,2016,"United States Veterans Initiative, Inc.",GPD - Veterans in Progress Program,TH,,61740,C,100,,100.0,100,CA,Inglewood
102255,CA-600,2016,"United States Veterans Initiative, Inc.",GPD - Westside Residence Hall,TH,,61740,C,325,,126.0,325,CA,Inglewood
102256,CA-600,2016,Upward Bound house,Emergency Family Shelter,ES,F,69037,C,21,0.0,15.0,21,CA,Los Angeles County
102257,CA-600,2016,Upward Bound house,FSC Emergency Shelter,ES,F,63384,N,42,0.0,34.0,42,CA,Santa Monica
102258,CA-600,2016,Upward Bound house,Homeless Section 8 Voucher Program (HACLA),OPH,,63384,C,32,,32.0,32,CA,Santa Monica
102259,CA-600,2016,Upward Bound house,Upward Bound House Family Place,TH,,63384,C,74,,65.0,74,CA,Santa Monica
102260,CA-600,2016,US Department of Veterans Affairs,VASH - HACLA,PSH,,62118,C,3651,,3651.0,3651,CA,Los Angeles
102261,CA-600,2016,US Department of Veterans Affairs,VASH - HACLA (Under Development Allocation),PSH,,62118,U,530,,,530,CA,Los Angeles
102262,CA-600,2016,US Department of Veterans Affairs,VASH - HACoLA,PSH,,60030,C,1787,,1787.0,1787,CA,Alhambra
102263,CA-600,2016,US Department of Veterans Affairs,VASH - HACoLA (Under Development Allocation),PSH,,60030,U,277,,,277,CA,Alhambra
102264,CA-600,2016,Valley Oasis,Coordinated Assessment Motel Vouchers,ES,V,61914,C,18,0.0,18.0,18,CA,Lancaster
102265,CA-600,2016,Valley Oasis,First 5 LA Rental Assistance RRH Round 2,RRH,,61914,C,21,,21.0,21,CA,Lancaster
102266,CA-600,2016,Valley Oasis,FSC Rapid Re-Housing - Homeless Solutions Access Center,RRH,,61914,C,32,,32.0,32,CA,Lancaster
102267,CA-600,2016,Valley Village,Carriage House,PSH,,62118,C,8,,7.0,8,CA,Los Angeles
102268,CA-600,2016,Venice Community Housing Corporation,Horizon Apartments,PSH,,62118,C,19,,19.0,19,CA,Los Angeles
102269,CA-600,2016,Venice Community Housing Corporation,Venice Community Housing Corp - Scattered Sites,PSH,,62118,C,37,,35.0,37,CA,Los Angeles
102270,CA-600,2016,Venice Community Housing Corporation,Westminster Transitional Living Center,TH,,62118,C,34,,18.0,34,CA,Los Angeles
102271,CA-600,2016,Volunteers of America of Los Angeles,14-Hour YRP South LA,ES,F,62118,N,125,0.0,103.0,125,CA,Los Angeles
102272,CA-600,2016,Volunteers of America of Los Angeles,Ballington Plaza,PSH,,62118,N,270,,267.0,270,CA,Los Angeles
102273,CA-600,2016,Volunteers of America of Los Angeles,Blue Butterfly Village,PSH,,62118,U,219,,,219,CA,Los Angeles
102274,CA-600,2016,Volunteers of America of Los Angeles,Exodus Reserve Beds,ES,O,62118,C,30,0.0,6.0,30,CA,Los Angeles
102275,CA-600,2016,Volunteers of America of Los Angeles,Family Emergency Housing Program,ES,F,62118,C,24,0.0,24.0,24,CA,Los Angeles
102276,CA-600,2016,Volunteers of America of Los Angeles,First 5 LA Rental Assistance RRH Round 2,RRH,,61152,C,123,,123.0,123,CA,El Monte
102277,CA-600,2016,Volunteers of America of Los Angeles,GPD - Billets,TH,,62118,C,72,,70.0,72,CA,Los Angeles
102278,CA-600,2016,Volunteers of America of Los Angeles,GPD- Veteran Transitional Housing Hollywood Center,TH,,62118,C,50,,50.0,50,CA,Los Angeles
102279,CA-600,2016,Volunteers of America of Los Angeles,ILP Women's Care Cottage,TH,,62118,C,16,,8.0,16,CA,Los Angeles
102280,CA-600,2016,Volunteers of America of Los Angeles,Pathways to Home YRP,ES,F,62118,C,286,0.0,130.0,286,CA,Los Angeles
102281,CA-600,2016,Volunteers of America of Los Angeles,RHY Transitional Living Program,TH,,62118,C,12,,1.0,12,CA,Los Angeles
102282,CA-600,2016,Volunteers of America of Los Angeles,SSVF RRH (STJ Subcontractor),RRH,,62118,C,17,,17.0,17,CA,Los Angeles
102283,CA-600,2016,Volunteers of America of Los Angeles,SSVF RRH (USV Subcontractor),RRH,,62118,C,8,,8.0,8,CA,Los Angeles
102284,CA-600,2016,Volunteers of America of Los Angeles,SSVF RRH Surge,RRH,,62118,C,16,,16.0,16,CA,Los Angeles
102285,CA-600,2016,Volunteers of America of Los Angeles,The Barracks: Safe Haven for Chronically Homeless Vets,TH,,62118,C,128,,115.0,128,CA,Los Angeles
102286,CA-600,2016,Volunteers of America of Los Angeles,VS-21,TH,,62118,C,55,,55.0,55,CA,Los Angeles
102287,CA-600,2016,Volunteers of America of Los Angeles,VS-90 Vets released from incarceration,TH,,62118,C,50,,40.0,50,CA,Los Angeles
102288,CA-600,2016,Volunteers of America of Los Angeles,Winter Shelter - Pomona,ES,F,62850,C,0,145.0,131.0,145,CA,Pomona
102289,CA-600,2016,Volunteers of America of Los Angeles,Year Round Shelter Program,ES,F,62118,C,40,0.0,40.0,40,CA,Los Angeles
102290,CA-600,2016,Watts Labor Community Action Committee,McCoy Plaza,PSH,,62118,C,235,,124.0,235,CA,Los Angeles
102291,CA-600,2016,Weingart Center Association,FSC Rapid Re-Housing,RRH,,62118,C,114,,114.0,114,CA,Los Angeles
102292,CA-600,2016,Weingart Center Association,GPD - Veterans Transitional Housing Program,TH,,62118,C,100,,86.0,100,CA,Los Angeles
102293,CA-600,2016,Weingart Center Association,Health Care for Homeless Veterans (HCHV),TH,,62118,N,20,,20.0,20,CA,Los Angeles
102294,CA-600,2016,Weingart Center Association,Open Door Residential Renewal,ES,F,62118,C,96,0.0,58.0,96,CA,Los Angeles
102295,CA-600,2016,Weingart Center Association,Winter Shelter Program,ES,F,62118,C,0,51.0,47.0,51,CA,Los Angeles
102296,CA-600,2016,Weingart Center Association,Women's Renaissance,TH,,62118,C,54,,54.0,54,CA,Los Angeles
102297,CA-600,2016,West Hollywood Community Housing Corporation,Blue Hibiscus,PSH,,69037,U,3,,,3,CA,Los Angeles County
102298,CA-600,2016,West Hollywood Community Housing Corporation,Courtyard at La Brea,PSH,,69037,N,3,,3.0,3,CA,Los Angeles County
102299,CA-600,2016,West Hollywood Community Housing Corporation,Vermont Manzanita,PSH,,62118,N,60,,55.0,60,CA,Los Angeles
102300,CA-600,2016,"Women Organizing Resources, Knowledge & Services, Inc. (WORKS)",T Bailey Manor (Formerly Eagle Vista II),PSH,,62118,U,45,,,45,CA,Los Angeles
102301,CA-600,2016,"Women Organizing Resources, Knowledge & Services, Inc. (WORKS)",Teague Terrace Apartments (Formerly Eagle Vista I),PSH,,62118,U,39,,,39,CA,Los Angeles
102302,CA-600,2016,"Women Organizing Resources, Knowledge & Services, Inc. (WORKS)",Young Burlington Apartments,PSH,,62118,C,17,,17.0,17,CA,Los Angeles
102303,CA-600,2016,YWCA of San Gabriel Valley,HFSS Homeless & Housing Program,RRH,,69037,C,71,,71.0,71,CA,Los Angeles County
102304,CA-600,2016,YWCA of Santa Monica/Westside,Housing and Education Program,TH,,63384,C,10,,7.0,10,CA,Santa Monica
102305,CA-507,2016,EAH Housing,San Clemente (Service Provider: Homeward Bound),PSH,,69041,C,13,,14.0,13,CA,Marin County
102306,CA-507,2016,Eden Housing Investments,Fireside Affordable Housing (Service Provider: Homeward Bound),PSH,,69041,C,43,,33.0,43,CA,Marin County
102307,CA-507,2016,Gilead House,1042 7th St.,TH,,69041,C,18,,18.0,18,CA,Marin County
102308,CA-507,2016,Hamilton Continuum Partners LP,Hamilton Meadows: (Ritter Center),TH,,69041,C,12,,12.0,12,CA,Marin County
102309,CA-507,2016,Hamilton Continuum Partners LP,Hamilton Meadows: C4DP/Second-Step (non-HUD funded),TH,,69041,C,26,,30.0,26,CA,Marin County
102310,CA-507,2016,Hamilton Continuum Partners LP,Hamilton Meadows: Center Point,TH,,69041,C,6,,6.0,6,CA,Marin County
102311,CA-507,2016,Hamilton Continuum Partners LP,Hamilton Meadows: Homeward Bound/Meadow Park,TH,,69041,C,25,,24.0,25,CA,Marin County
102312,CA-507,2016,Hamilton Continuum Partners LP,Hamilton Meadows:Marin AIDS Project,TH,,69041,C,10,,7.0,10,CA,Marin County
102313,CA-507,2016,Homeward Bound of Marin,4th St.,PSH,,69041,C,20,,20.0,20,CA,Marin County
102314,CA-507,2016,Homeward Bound of Marin,Family Center,ES,F,69041,C,25,0.0,30.0,25,CA,Marin County
102315,CA-507,2016,Homeward Bound of Marin,Family Place - Permanent Supportive Housing for Families,PSH,,69041,C,10,,9.0,10,CA,Marin County
102316,CA-507,2016,Homeward Bound of Marin,Mill Street Center,ES,F,69041,C,55,0.0,48.0,55,CA,Marin County
102317,CA-507,2016,Homeward Bound of Marin,New Beginnings Center,ES,F,69041,C,64,0.0,61.0,64,CA,Marin County
102318,CA-507,2016,Homeward Bound of Marin,New Beginnings Center (per diem beds for veterans),TH,,69041,C,16,,16.0,16,CA,Marin County
102319,CA-507,2016,Homeward Bound of Marin,Oma Village,PSH,,69041,U,45,,,45,CA,Marin County
102320,CA-507,2016,Homeward Bound of Marin,The Next Key,TH,,69041,C,35,,31.0,35,CA,Marin County
102321,CA-507,2016,Homeward Bound of Marin,Transition to Wellness/Medical Respite,ES,F,69041,C,6,0.0,4.0,6,CA,Marin County
102322,CA-507,2016,Homeward Bound of Marin,Voyager,ES,F,69041,C,10,,7.0,10,CA,Marin County
102323,CA-507,2016,St. Vincent de Paul Society,Apartments,PSH,,69041,C,8,,7.0,8,CA,Marin County
102324,CA-509,2016,CDC-Community Development Commission,CDC S+C SRA,PSH,,69045,C,15,,13.0,15,CA,Mendocino County
102325,CA-509,2016,CDC-Community Development Commission,CDC S+C TRA,PSH,,69045,C,219,,190.0,219,CA,Mendocino County
102326,CA-509,2016,CDC-Community Development Commission,VASH Vouchers,PSH,,69045,C,120,,113.0,120,CA,Mendocino County
102327,CA-509,2016,Ford Street Project,Emergency Shelter and Vocational Program,ES,F,69045,C,28,0.0,28.0,28,CA,Mendocino County
102328,CA-509,2016,Ford Street Project,FSP TH-133,TH,,69045,C,16,,16.0,16,CA,Mendocino County
102329,CA-509,2016,Ford Street Project,SRA Permanent Supportive Housing Project,PSH,,69045,C,16,,16.0,16,CA,Mendocino County
102330,CA-509,2016,MCAVHN,Inland Winter Shelter,ES,F,69045,C,0,50.0,50.0,50,CA,Mendocino County
102331,CA-509,2016,Mendocino Coast Hospitality Center,Extreme Weather Shelter,ES,F,69045,C,0,20.0,16.0,20,CA,Mendocino County
102332,CA-509,2016,Mendocino Coast Hospitality Center,Hospitality House-Shelter,ES,F,69045,C,24,0.0,24.0,28,CA,Mendocino County
102333,CA-509,2016,Mendocino Coast Hospitality Center,MCHC-TH,TH,,69045,C,15,,14.0,15,CA,Mendocino County
102334,CA-509,2016,Mendocino County Youth Project,Respite Shelter,ES,F,69045,C,6,,6.0,6,CA,Mendocino County
102335,CA-509,2016,RCS-Redwood Community Services,RCS TH,TH,,69045,C,26,,21.0,26,CA,Mendocino County
102336,CA-520,2016,Community Action Agency,D Street Shelter,ES,F,62250,C,50,,43.0,50,CA,Merced
102337,CA-520,2016,Community Social Model Advocates,Hobie House,TH,,69047,C,25,,22.0,25,CA,Merced County
102338,CA-520,2016,Community Social Model Advocates,Tranquility Village,TH,,69047,C,57,,23.0,57,CA,Merced County
102339,CA-520,2016,Merced County Mental Health,Parsons House,TH,,62250,C,4,,4.0,4,CA,Merced
102340,CA-520,2016,Merced County Mental Health,Project Home Start,PSH,,69047,C,4,,3.0,4,CA,Merced County
102341,CA-520,2016,Merced County Mental Health,Project Hope Westside,PSH,,62250,C,8,,5.0,8,CA,Merced
102342,CA-520,2016,Merced County Rescue Mission,Bridge to Hope,TH,,62250,C,22,,20.0,22,CA,Merced
102343,CA-520,2016,Merced County Rescue Mission,Emergency Shelter,ES,F,62250,C,23,,23.0,23,CA,Merced
102344,CA-520,2016,Merced County Rescue Mission,Haven of Hope,TH,,62250,C,12,,11.0,12,CA,Merced
102345,CA-520,2016,Merced County Rescue Mission,Hope Respite Care,ES,F,62250,C,8,,8.0,8,CA,Merced
102346,CA-520,2016,Merced County Rescue Mission,Room at the Inn Rapid Rehousing,RRH,,62250,U,9,,,9,CA,Merced
102347,CA-520,2016,Merced County Rescue Mission,Room at the Inn Shelter,ES,F,62250,C,12,,0.0,12,CA,Merced
102348,CA-517,2016,Buckelew Programs,Napa Supported Living Program,PSH,,69055,C,11,,11.0,11,CA,Napa County
102349,CA-517,2016,CalVet,Veterans Home,PSH,,69055,C,2,,0.0,2,CA,Napa County
102350,CA-517,2016,Catholic Charities,Rainbow House,TH,,62406,C,35,,34.0,35,CA,Napa City
102351,CA-517,2016,Community Action of Napa Valley,Rapid Rehousing,RRH,,69055,C,18,,18.0,18,CA,Napa County
102352,CA-517,2016,Community Action of Napa Valley,Samaritan Family Center,ES,F,62406,C,23,0.0,26.0,29,CA,Napa City
102353,CA-517,2016,Community Action of Napa Valley,South Napa County Shelter,ES,F,69055,C,62,,57.0,68,CA,Napa County
102354,CA-517,2016,Community Action of Napa Valley,Supportive Housing I,PSH,,69055,C,3,,3.0,3,CA,Napa County
102355,CA-517,2016,Community Action of Napa Valley,Winter Shelter,ES,F,69055,C,0,50.0,54.0,55,CA,Napa County
102356,CA-517,2016,Family Services of Napa Valley,Permanent Housing Program,PSH,,69055,C,8,,8.0,8,CA,Napa County
102357,CA-517,2016,Health & Human Services,TRAIN (to be renamed Home to Stay),RRH,,69055,C,10,,10.0,10,CA,Napa County
102358,CA-517,2016,Napa Valley Community Housing,Whistlestop Townhomes & Apartments,TH,,62406,C,12,,12.0,12,CA,Napa City
102359,CA-517,2016,Progress Foundation,Hartle Court,PSH,,62406,C,17,,17.0,17,CA,Napa City
102360,CA-517,2016,Progress Foundation,Hartle Court TH,TH,,62406,C,12,,10.0,12,CA,Napa City
102361,CA-502,2016,24 Hour Oakland Parent / Teacher Children's Center,77th Street Shelter,ES,F,62508,C,17,0.0,13.0,17,CA,Oakland
102362,CA-502,2016,Abode Services,AbS STAY Well Housing,PSH,,61404,C,37,,41.0,37,CA,Fremont
102363,CA-502,2016,Abode Services,Bridgeway SHP,PSH,,61404,C,24,,26.0,24,CA,Fremont
102364,CA-502,2016,Abode Services,Housing Scholarship,TH,,61404,C,30,,16.0,30,CA,Fremont
102365,CA-502,2016,Abode Services,Oakland PATH Rehousing Initiative Re-Entry,PSH,,62508,C,39,,45.0,39,CA,Oakland
102366,CA-502,2016,Abode Services,OPRI BHCS,PSH,,62508,C,19,,21.0,19,CA,Oakland
102367,CA-502,2016,Abode Services,OPRI Encampment,PSH,,62508,C,38,,30.0,38,CA,Oakland
102368,CA-502,2016,Abode Services,OPRI SHP,PSH,,61404,C,30,,33.0,30,CA,Fremont
102369,CA-502,2016,Abode Services,Project Independence,TH,,61404,C,44,,48.0,44,CA,Fremont
102370,CA-502,2016,Abode Services,Sunrise Village,ES,F,61404,C,66,,53.0,66,CA,Fremont
102371,CA-502,2016,Abode Services / Allied Housing Inc.,Housing Alliance / Lorenzo Creek,PSH,,69001,C,24,,19.0,24,CA,Alameda County
102372,CA-502,2016,Abode Services / Allied Housing Inc.,Mission Bell,PSH,,69001,C,6,,6.0,6,CA,Alameda County
102373,CA-502,2016,Abode Services / Mid Peninsula Housing,Laguna Commons (CoC),PSH,,61404,U,8,,,8,CA,Fremont
102374,CA-502,2016,Abode Services / Mid Peninsula Housing,Laguna Commons VASH,PSH,,61404,U,25,,,25,CA,Fremont
102375,CA-502,2016,Abode Services / Mid Peninsula Housing,Main Street Village,PSH,,61404,C,95,,130.0,95,CA,Fremont
102376,CA-502,2016,Alameda County,AC Impact,PSH,,69001,C,50,,49.0,50,CA,Alameda County
102377,CA-502,2016,Alameda County,Realignment Housing Program (RHP),RRH,,69001,C,41,,41.0,41,CA,Alameda County
102378,CA-502,2016,Alameda County,S+C Project Based (PRA),PSH,,69001,C,46,,37.0,46,CA,Alameda County
102379,CA-502,2016,Alameda County,S+C Sponsor Based + SRA,PSH,,61602,C,103,,112.0,103,CA,Hayward
102380,CA-502,2016,Alameda County,S+C SRO,PSH,,62508,C,59,,57.0,59,CA,Oakland
102381,CA-502,2016,Alameda County,S+C TRA,PSH,,61602,C,432,,558.0,432,CA,Hayward
102382,CA-502,2016,Alameda County / Abode Services,Abs HOPE Housing S+C,PSH,,61404,C,23,,22.0,23,CA,Fremont
102383,CA-502,2016,Alameda County / Bonita House,S+C HOST Project,PSH,,62508,C,36,,47.0,36,CA,Oakland
102384,CA-502,2016,Alameda County / HCD / EBCRP,EBCRP FACT,PSH,,61602,C,27,,20.0,27,CA,Hayward
102385,CA-502,2016,Alameda County Housing & Community Development Dept.,Southern Alameda County Housing / Jobs Linkages Program,RRH,,69001,C,136,,136.0,136,CA,Alameda County
102386,CA-502,2016,Alameda County Housing & Community Development Dept. (Abode Services and Bonita House),Welcome Home (Abode Services and Bonita House),PSH,,69001,U,29,,,29,CA,Alameda County
102387,CA-502,2016,Alameda Family Services,AFS DreamCatcher RHY BCP-ES,ES,F,62508,C,8,0.0,9.0,9,CA,Oakland
102388,CA-502,2016,Allied Housing Inc. / SAHA,Carmen Avenue,PSH,,62034,C,15,,16.0,15,CA,Livermore
102389,CA-502,2016,Alpha Project for the Homeless,C.L. Dellums Apts (LLMC),PSH,,62508,C,72,,67.0,72,CA,Oakland
102390,CA-502,2016,AMCAL,Brookfield,PSH,,62508,C,5,,5.0,5,CA,Oakland
102391,CA-502,2016,AMCAL,MacArthur Apartments,PSH,,62508,C,15,,15.0,15,CA,Oakland
102392,CA-502,2016,APC,APC NS Perm Other,PSH,,60012,C,84,,81.0,84,CA,Alameda
102393,CA-502,2016,APC,APC SHP Perm APP,PSH,,60012,C,124,,115.0,124,CA,Alameda
102394,CA-502,2016,APC,APC SHP Perm Spirit of Hope I,PSH,,60012,C,29,,25.0,29,CA,Alameda
102395,CA-502,2016,Berkeley Food & Housing Project (BFHP),BFHP Men's Overnight Shelter,ES,F,60324,C,36,0.0,33.0,36,CA,Berkeley
102396,CA-502,2016,BFHP,BFHP Dwight Way Transitional Housing,TH,,60324,C,23,,22.0,23,CA,Berkeley
102397,CA-502,2016,BFHP,Dwight Way Shelter for Women & Children,ES,F,60324,C,32,,36.0,36,CA,Berkeley
102398,CA-502,2016,BFHP,MOS VA GPD Transitional House,TH,,60324,C,12,,10.0,12,CA,Berkeley
102399,CA-502,2016,BFHP,Russell Street Residence,PSH,,60324,C,21,,20.0,21,CA,Berkeley
102400,CA-502,2016,BFWC,San Leandro Shelter,ES,F,63276,C,30,0.0,31.0,31,CA,San Leandro
102401,CA-502,2016,Bonita House Inc.,Channing Way Apts.,PSH,,60324,C,4,,4.0,4,CA,Berkeley
102402,CA-502,2016,BOSS,BOSS Casa Maria,TH,,62508,C,24,,19.0,24,CA,Oakland
102403,CA-502,2016,BOSS,BOSS USV Harrison House Family Services,TH,,60324,C,26,,11.0,26,CA,Berkeley
102404,CA-502,2016,BOSS,Housing Stabilization Team,TH,,62508,C,29,,39.0,29,CA,Oakland
102405,CA-502,2016,BOSS,McKinley Family Transitional House,TH,,60324,C,24,,21.0,24,CA,Berkeley
102406,CA-502,2016,BOSS,Rosa Parks House,TH,,62508,C,22,,12.0,22,CA,Oakland
102407,CA-502,2016,BOSS,South County Meekland Housing,TH,,69001,C,18,,18.0,18,CA,Alameda County
102408,CA-502,2016,BOSS,SSP South County Homeless Project,ES,F,61602,C,24,,22.0,24,CA,Hayward
102409,CA-502,2016,BOSS,Ursula Sherman Village - Sankofa House,TH,,60324,C,30,,36.0,30,CA,Berkeley
102410,CA-502,2016,Building Futures with Women & Children (BFWC),Midway Shelter,ES,F,60012,C,25,0.0,30.0,30,CA,Alameda
102411,CA-502,2016,Building Opportunities for Self-Sufficiency (BOSS),SSP Harrison House Singles,ES,F,60324,C,50,0.0,51.0,51,CA,Berkeley
102412,CA-502,2016,City of Berkeley,CoB S+C Bonita House SRA/Pathways,PSH,,60324,C,12,,15.0,12,CA,Berkeley
102413,CA-502,2016,City of Berkeley,S+C COACH Project,PSH,,60324,C,36,,46.0,36,CA,Berkeley
102414,CA-502,2016,City of Berkeley,S+C Housing for Older Adults Project (HOAP),PSH,,60324,C,15,,20.0,15,CA,Berkeley
102415,CA-502,2016,City of Berkeley,Shelter + Care (S+C) - TRA,PSH,,60324,C,179,,224.0,179,CA,Berkeley
102416,CA-502,2016,City of Berkeley,Square One,PSH,,60324,C,11,,15.0,11,CA,Berkeley
102417,CA-502,2016,City of Berkeley,Supportive Housing Network - SRA (RCD),PSH,,60324,C,13,,15.0,13,CA,Berkeley
102418,CA-502,2016,City of Emeryville / RCD,Ambassador Housing Project,PSH,,60324,C,2,,2.0,2,CA,Berkeley
102419,CA-502,2016,City of Oakland / Bay Area Community Services(BACS),Housing Fast Support Network (HFSN),TH,,62508,C,137,,124.0,137,CA,Oakland
102420,CA-502,2016,City of Oakland Department of Human Services (HDS) East Oakland Community Project (EOCP),Matilda Cleveland Transitional THP,TH,,62508,C,30,,32.0,30,CA,Oakland
102421,CA-502,2016,City of Oakland DHS / EOCP,Families in Transition (FIT),TH,,62508,C,32,,38.0,32,CA,Oakland
102422,CA-502,2016,Cityteam International,Cityteam Emergency Shelter,ES,F,62508,C,35,0.0,35.0,35,CA,Oakland
102423,CA-502,2016,Covenant House / City of Oakland / Oakland Homeless Youth Housing Collaborative (OHYHC),CH RS Rites of Passage (ROP),TH,,62508,C,12,,11.0,12,CA,Oakland
102424,CA-502,2016,Covenant House Oakland,Crisis Shelter,ES,F,62508,C,18,,17.0,18,CA,Oakland
102425,CA-502,2016,EAH Housing,Cathedral Gardens,OPH,,62508,C,5,,5.0,5,CA,Oakland
102426,CA-502,2016,East Bay Asian Local Development Corporation (EBALDC),California Hotel (SR) HOPWA,PSH,,62508,N,5,,5.0,5,CA,Oakland
102427,CA-502,2016,East Bay Asian Local Development Corporation (EBALDC),California Hotel (SR) MHSA,PSH,,62508,C,15,,16.0,15,CA,Oakland
